title,company,location,salary_min,salary_max,salary_midpoint,years_experience,level,skills,source,posted_date
Senior Solution Architect - Khối Ngân hàng Số,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,35.0,65.0,50.0,7,Senior,,CareerViet,
Chuyên viên Chuyển đổi số,Tập Đoàn Tân Á Đại Thành,Khác,8.0,15.0,11.5,3,Middle,,CareerViet,
Business Development Executive (SaaS / Merchant Solutions),Gianty Inc.,Hồ Chí Minh,18.0,23.4,20.7,2,Junior,,CareerViet,
kỹ sư phần mềm,Công Ty Cổ Phần A25 Hotel,Hà Nội,15.0,30.0,22.5,2,Junior,,CareerViet,
Chuyên viên chính/cao cấp Ứng dụng Core & Thẻ - Khối Công nghệ Thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,10.0,35.0,22.5,3,Middle,,CareerViet,
Quản Lý Dự Án Chỉnh Lý & Số Hóa Tài Liệu,Công Ty TNHH Giải Pháp Số Toàn Cầu,Hồ Chí Minh,20.0,30.0,25.0,2,Junior,,CareerViet,
Chuyên viên Hỗ trợ Phần mềm ứng dụng/Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,10.0,30.0,20.0,3,Middle,,CareerViet,
Chuyên viên chính Vận hành Hệ thống Thẻ - Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,10.0,40.0,25.0,3,Middle,,CareerViet,
Senior AI Engineer (Computer Vision/NLP/LLM) - Khối Công nghệ thông tin (2026TD450878),Ngân Hàng TMCP Quân Đội,Hà Nội,28.7,51.7,40.2,4,Senior,"NLP, Computer Vision, AI",CareerViet,
MB Trainee - AI Engineer (Fresher) - Khối Công Nghệ Thông Tin (2025TD924),Ngân Hàng TMCP Quân Đội,Hà Nội,6.9,13.8,10.4,0,Entry,AI,CareerViet,
Agentic Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công nghệ thông tin (2026TD450887),Ngân Hàng TMCP Quân Đội,Hà Nội,13.8,23.0,18.4,2,Junior,"Python, C++, AI",CareerViet,
"[Junior, Senior] BackEnd Engineer (Java, Go) - Khối Công nghệ thông tin (2025TD1785)",Ngân Hàng TMCP Quân Đội,Hà Nội,25.0,45.0,35.0,4,Senior,Java,CareerViet,
AI Expert - Khối Công nghệ thông tin (2026TD450200),Ngân Hàng TMCP Quân Đội,Hà Nội,28.7,51.7,40.2,2,Senior,AI,CareerViet,
AI Engineer (Computer Vision/ NLP/ LLM) - Khối Công Nghệ Thông Tin (2026TD450582),Ngân Hàng TMCP Quân Đội,Hà Nội,13.8,23.0,18.4,2,Junior,"NLP, Computer Vision, AI",CareerViet,
AI Software Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công nghệ thông tin (2026TD450888),Ngân Hàng TMCP Quân Đội,Hà Nội,13.8,23.0,18.4,2,Junior,"Python, C++, AI",CareerViet,
"(Middle, Senior) BackEnd Engineer (Java, Go) - Khối Công nghệ thông tin (2025TD923)",Ngân Hàng TMCP Quân Đội,Hà Nội,25.0,45.0,35.0,4,Senior,Java,CareerViet,
Senior AI Expert - Khối Công nghệ thông tin (2026TD450201),Ngân Hàng TMCP Quân Đội,Hà Nội,28.7,51.7,40.2,4,Senior,AI,CareerViet,
NHÂN VIÊN IT VĂN PHÒNG - HÀ NỘI,Hoàng Huy Group,Hà Nội,12.0,14.0,13.0,2,Junior,,CareerViet,
Senior IT,CÔNG TY CỔ PHẦN TCELL,Hồ Chí Minh,15.0,18.0,16.5,4,Senior,,CareerViet,
[TT CNTT] - Chuyên viên quản trị cơ sở dữ liệu (DBA),Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Data Analyst,Công Ty TNHH T.M.G,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,Data Analysis,CareerViet,
Chuyên viên cao cấp/Chuyên gia Scrum Master - SI - MSB - 3I134,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,25.0,45.0,35.0,5,Senior,Scrum,CareerViet,
Trưởng nhóm Hệ thống dữ liệu (Leader DA),CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ VÀ THƯƠNG MẠI QUỐC AN,Hà Nội,18.0,25.0,21.5,5,Senior,,CareerViet,
Chuyên Viên Tích Hợp Nền Tảng Dữ Liệu,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Sales Manager (Giải Pháp CNTT/Hạ tầng Viễn thông) (B2B),CÔNG TY CP CÔNG NGHỆ QI,Hồ Chí Minh,20.0,30.0,25.0,5,Senior,,CareerViet,
Data Analytics Assistant Manager,Masan Consumer,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,,CareerViet,
[URGENT] Site Solution Engineer,CÔNG TY TNHH CÔNG NGHỆ HUAWEI VIỆT NAM,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Business Analyst,YOMEDIA - CÔNG TY CỔ PHẦN NEW PINE MULTIMEDIA TECHNOLOGIES,Hồ Chí Minh,20.0,30.0,25.0,2,Junior,,CareerViet,
Nhân Viên Kỹ Thuật biết tiếng Hàn,Công ty TNHH Yura Corporation Vina,Khác,12.0,20.0,16.0,2,Junior,,CareerViet,
Fresher Engineer – Telecommunications & Information Technology,CÔNG TY TNHH CÔNG NGHỆ HUAWEI VIỆT NAM,Hà Nội,14.0,20.0,17.0,0,Entry,,CareerViet,
"Sinh viên tài năng Khối Công nghệ thông tin, Dữ liệu",NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên Đổi mới sáng tạo,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
[TT CNTT] - Chuyên viên lập trình,Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
IT Business Analyst,Toyota Financial Services Vietnam,Hồ Chí Minh,20.0,25.0,22.5,2,Junior,,CareerViet,
Chuyên viên Quản lý Kho và Mô hình dữ liệu,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Nhân Viên Tư Vấn Giải Pháp Công Nghệ (Presale),QTSC - CÔNG TY TNHH MTV PHÁT TRIỂN CÔNG VIÊN PHẦN MỀM QUANG TRUNG,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Backend Techlead - Khối Ngân hàng Số,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,35.0,65.0,50.0,5,Senior,,CareerViet,
DỰ ÁN COREBANKING - CHUYÊN GIA CẤP CAO CYBER SECURITY / RISK / FRAUD,Ngân hàng TMCP Phát triển TP.HCM (HDBank),Hồ Chí Minh,50.0,150.0,100.0,5,Senior,,CareerViet,
R&D - ATS Software Development Engineer,CÔNG TY TNHH CÔNG NGHIỆP MINDA VIỆT NAM - CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Senior Manual Tester - Dự án CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,25.0,45.0,35.0,4,Senior,Testing,CareerViet,
System Engineer (CRM) - Dự án CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
SAP Application Specialist,Tập đoàn Giáo dục Đại Trường Phát,Hồ Chí Minh,15.0,25.0,20.0,2,Junior,,CareerViet,
Scrum Master,Công ty Cổ phần Viettel - CHT,Hà Nội,12.0,20.0,16.0,2,Junior,Scrum,CareerViet,
IT Supervisor,Công ty TNHH Spartronics Việt Nam,Bình Dương,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên phát triển dữ liệu,DUYTAN GROUP,Khác,20.0,30.0,25.0,3,Middle,,CareerViet,
Trợ lý tiếng trung - ( VẬN HÀNH HỆ THỐNG),CÔNG TY CỔ PHẦN ZTO FREIGHT VIỆT NAM,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
QA Junior (Process Compliance),OMN1 Solution,Hồ Chí Minh,12.0,20.0,16.0,1,Junior,,CareerViet,
Chuyên viên Kiểm thử Phần mềm (Tester),Công Ty Cổ Phần Du Lịch Vietravel,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,Testing,CareerViet,
Senior Backend Developer (Java/BPM/RPA) - Dự án CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,25.0,45.0,35.0,4,Senior,Java,CareerViet,
Senior Backend Developer (Java/Corebank) - Dự án CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,25.0,45.0,35.0,4,Senior,Java,CareerViet,
Nhân Viên Ứng dụng CNTT (ERP),Công ty Cổ phần Tôn Đông Á,Bình Dương,12.0,15.0,13.5,2,Junior,,CareerViet,
Chuyên viên Quản lý và phát triển nguồn lực công nghệ,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên viên Quản lý ngân sách và tài sản CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Kiến trúc sư Ứng dụng (Solution Architect),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,35.0,65.0,50.0,7,Senior,,CareerViet,
Nhân Viên Phân Tích Nghiệp Vụ phần mềm (IT - BA),CÔNG TY TNHH BỆNH VIỆN ĐKTN AN SINH - PHÚC TRƯỜNG MINH,Hà Nội,15.0,20.0,17.5,2,Junior,,CareerViet,
Business Development Specialist,Công Ty Cổ phần NDS VIETNAM,Hồ Chí Minh,20.0,30.0,25.0,2,Junior,,CareerViet,
Technical Leader (NodeJS / Golang / PHP),CÔNG TY TNHH TALENTSOURCE,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,"Node.js, PHP, Go",CareerViet,
Senior Business Intelligence (RB Insight Analytics) - ID7184,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,25.0,45.0,35.0,4,Senior,,CareerViet,
Integrated Risk Modeling Junior (Market / Liquidity risk) – ID8147,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,12.0,20.0,16.0,1,Junior,,CareerViet,
Chuyên viên Kinh doanh Dự án (IT/Telecom),CÔNG TY TNHH MỘT THÀNH VIÊN VIỄN THÔNG QUỐC TẾ FPT,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Nhân viên Kinh doanh dự án (KV Tỉnh),CÔNG TY TNHH MỘT THÀNH VIÊN VIỄN THÔNG QUỐC TẾ FPT,Bình Dương,8.0,20.0,14.0,2,Junior,,CareerViet,
"Nhân viên kinh doanh phần mềm Saas, ERP",CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,Hồ Chí Minh,15.0,35.0,25.0,2,Junior,,CareerViet,
Chuyên Viên/chuyên Viên Cao Cấp Quản Lý Rủi Ro Dữ Liệu và Công Nghệ - Khối Quản Lý Rủi Ro,Ngân hàng Việt Nam Thương Tín,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên Viên Phát Triển Phần Mềm,Công Ty Cổ Phần Vật Liệu Xây Dựng Công Nghệ Cao An Cường,Khác,12.0,16.0,14.0,3,Middle,,CareerViet,
Infrastructure Staff/Engineer,Công Ty Cổ Phần Phúc Sinh,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Cloud Engineer,TDCX Malaysia (Teledirect Telecommerce Sdn Bhd),Khác,60.0,80.0,70.0,2,Junior,,CareerViet,
AI Transformation Coordinator,Công ty Easia Travel,Hà Nội,13.8,23.0,18.4,2,Junior,AI,CareerViet,
CV kiểm soát chất lượng Thu hồi nợ qua AI callbot - TA147 -ID5740,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,13.8,23.0,18.4,2,Junior,AI,CareerViet,
IT Executive (Microsoft 365),Công ty Easia Travel,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Hồ Chí Minh – Chuyên gia xây dựng mô hình rủi ro - ID458,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,25.0,45.0,35.0,5,Senior,,CareerViet,
Nhân Viên Kinh Doanh,CÔNG TY TNHH TM DV KỸ THUẬT NHÂN VIỆT,Hồ Chí Minh,8.0,15.0,11.5,2,Junior,,CareerViet,
"Chuyên viên Chính sách an ninh thông tin (chuyên về Chính sách, tuân thủ)",NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Nhân viên Game Tester Ưu tiên đi làm luôn,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ GOOD GAME,Hà Nội,15.0,20.0,17.5,2,Junior,Testing,CareerViet,
Functional Consultant,EAST SEA ENERGY ENVIRONMENT COMPANY LIMITED,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
System Engineer,DIGI-TEXX Vietnam,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Senior Data Engineer/ Data Architect (Retail Banking Digital Transformation),Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,40.2,74.8,57.5,7,Senior,Data Engineering,CareerViet,
System Operations Engineer,Công ty TNHH Viettel - CHT,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Senior Business Analyst (Retail Banking Digital Transformation),Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,28.7,51.7,40.2,4,Senior,,CareerViet,
Chuyên Viên Phát Triển Hệ thống ngân hàng lõi (Core T24) - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Business Analyst,Hệ thống Phòng khám 315,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
C++ Developer,Chương trình Học viện Công nghệ BKACAD,Hà Nội,12.0,20.0,16.0,2,Junior,C++,CareerViet,
NHÂN VIÊN FULLSTACK DEVELOPER (AI-FIRST),Chương trình Học viện Công nghệ BKACAD,Hà Nội,15.0,30.0,22.5,2,Junior,AI,CareerViet,
NHÂN VIÊN QA ENGINEER / TESTER (AI-FIRST),Chương trình Học viện Công nghệ BKACAD,Hà Nội,15.0,30.0,22.5,2,Junior,"AI, Testing",CareerViet,
Senior Governance & Compliance Specialist,DIGI-TEXX Vietnam,Hồ Chí Minh,25.0,45.0,35.0,4,Senior,,CareerViet,
Chuyên viên Đảm bảo Chất lượng (QA - SOP Audit/Control),CÔNG TY TNHH MỘT THÀNH VIÊN VIỄN THÔNG QUỐC TẾ FPT,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên viên cao cấp Vận hành hệ thống CNTT (Linux),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,18.0,30.0,24.0,3,Middle,Linux,CareerViet,
Senior Data Analyst,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,25.0,45.0,35.0,4,Senior,Data Analysis,CareerViet,
132703 - Effect Designer - Gaming,"RGF HR Agent Vietnam Co., LTD",Hồ Chí Minh,21.0,30.0,25.5,2,Junior,,CareerViet,
Chuyên viên Bán hàng kỹ thuật,CÔNG TY CỔ PHẨN TẬP ĐOÀN MK,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
[Hà Nội] Phó phòng Dữ liệu và phân tích,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Java Technical Lead - DCIHCM,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,35.0,65.0,50.0,5,Senior,Java,CareerViet,
Software Engineer (Test),Fast and Furious,Hà Nội,10.0,50.0,30.0,2,Junior,,CareerViet,
IT Service Desk (L1),Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
NHÂN VIÊN HÀNH CHÍNH VÀ QUẢN LÝ HỒ SƠ TIẾNG NHẬT N2,Công Ty TNHH YKK Việt Nam,Đồng Nai,14.0,20.0,17.0,2,Junior,,CareerViet,
CHUYÊN GIA QUẢN TRỊ CƠ SỞ DỮ LIỆU (DBA - ORACLE/SQL SERVER),Hệ thống Phòng khám 315,Hồ Chí Minh,25.0,45.0,35.0,5,Senior,"SQL Server, Oracle, SQL",CareerViet,
Phó phòng Triển khai Hệ thống Công nghệ Giáo dục,Công ty TNHH MTV Giáo Dục Việt Mỹ,Đồng Nai,15.0,20.0,17.5,2,Junior,,CareerViet,
TESTER/QC,Hệ thống Phòng khám 315,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,Testing,CareerViet,
CV An toàn thông tin (Ít nhất 1 năm làm Pentest ứng dụng),Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,20.0,30.0,25.0,1,Junior,,CareerViet,
Chuyên gia DevOps - Khối Ngân hàng số,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,28.7,51.7,40.2,5,Senior,DevOps,CareerViet,
Quality Assurance - HCMJD230,Unknown,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Trưởng ban phát triển phần mềm và chuyển đổi số,Công Ty Cổ Phần A25 Hotel,Hà Nội,25.0,40.0,32.5,2,Junior,,CareerViet,
Nhân viên Phát triển sản phẩm (Product Owner),Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên Viên Tư Vấn Triển Khai Phần Mềm Senior Software Consultant,OMN1 Solution,Hồ Chí Minh,28.7,51.7,40.2,4,Senior,,CareerViet,
Chuyên viên chính/cao cấp Quản trị hệ thống - Khối Công nghệ Thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,10.0,30.0,20.0,3,Middle,,CareerViet,
Chuyên viên dữ liệu chủ,DILIGO,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
ĐIỀU PHỐI VIÊN CHƯƠNG TRÌNH,HIỆP HỘI PHẦN MỀM VÀ DỊCH VỤ CNTT VIỆT NAM,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
132393 - Marketing Leader- IT,"RGF HR Agent Vietnam Co., LTD",Hà Nội,30.0,40.0,35.0,5,Senior,,CareerViet,
2D ARTIST DIRECTOR,CÔNG TY TNHH RIDDLERS VN,Hồ Chí Minh,50.0,90.0,70.0,7,Senior,,CareerViet,
Trưởng phòng thiết kế điện tử,Tập Đoàn Karofi Holding,Khác,35.0,65.0,50.0,5,Senior,,CareerViet,
Chuyên viên/Chuyên viên cao cấp Quản trị dịch vụ CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
SENIOR KEY ACCOUNT MANAGEMENT (LOGISTICS PLATFORM),Công Ty Cổ Phần Giải Pháp Chuỗi Cung Ứng Smartlog,Hồ Chí Minh,15.0,25.0,20.0,4,Senior,,CareerViet,
Senior IT Operations Engineer - Dự án CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,25.0,45.0,35.0,4,Senior,,CareerViet,
[District 12] Project Assistant - German-speaking / Trợ lý dự án yêu cầu tiếng Đức,DIGI-TEXX Vietnam,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Security Operations (SecOps/SOC),CÔNG TY CỔ PHẨN TẬP ĐOÀN MK,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Presales Consultant,CÔNG TY CỔ PHẨN TẬP ĐOÀN MK,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên Công nghệ thông tin (Mảng Network - System),PTSC Offshore Services (POS),Khác,18.0,30.0,24.0,3,Middle,,CareerViet,
Business Intelligence Manager,Công ty TNHH FES VietNam,Bình Dương,35.0,65.0,50.0,5,Senior,,CareerViet,
System Administrator,CÔNG TY TNHH M.E.NIKKISO VIỆT NAM,Khác,12.0,20.0,16.0,2,Junior,,CareerViet,
[Hà Nội] Chuyên viên Đào tạo Tin học (Giáo viên Tin học Full-time),Công ty CP IIG Việt Nam,Hà Nội,17.0,20.0,18.5,3,Middle,,CareerViet,
Cloud VMware Engineer,Công ty Cổ phần Viettel - CHT,Hồ Chí Minh,13.8,23.0,18.4,2,Junior,,CareerViet,
CRM & Marketing Automation Specialist,Phu Hung Securities Corporation,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
DevOps,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,13.8,23.0,18.4,2,Junior,DevOps,CareerViet,
Nhân Viên Kỹ Thuật Hệ Thống,AA Tây Ninh,Khác,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên Viên Mua Hàng,Công Ty TNHH Snet Việt Nam,Hà Nội,12.0,18.0,15.0,3,Middle,,CareerViet,
132417 - Marketing Executive - IT,"RGF HR Agent Vietnam Co., LTD",Hà Nội,15.0,23.0,19.0,2,Junior,,CareerViet,
Chuyên viên Phát triển Hệ thống Báo cáo (BUSINESS ANALYST),Công ty Cổ phần xuất nhập khẩu Y tế TPHCM,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
"Kỹ sư mạng - KCN Tràng Duệ, Hải Phòng 19092",Công Ty TNHH Reeracoen Việt Nam,Hải Phòng,16.0,25.0,20.5,2,Junior,,CareerViet,
PRODUCT OWNER,Hệ thống Phòng khám 315,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
IT Helpdesk & Power Platform Support,Công Ty TNHH YKK Việt Nam,Đồng Nai,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên Hạ Tầng và Hệ Thống,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Data Analytics Specialist (CXG),Công ty Cổ phần Sữa VitaDairy Việt Nam,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
TUYỂN DỤNG MACHINE LEARNING ENGINEER LÀM VIỆC TẠI ĐÀ NẴNG (FRESHER),Unknown,Đà Nẵng,5.0,19.0,12.0,0,Entry,Machine Learning,CareerViet,
KỸ SƯ AI,Công Ty TNHH SX - TM - DV Lê Trần,Hồ Chí Minh,25.0,40.0,32.5,2,Junior,AI,CareerViet,
Nhân Viên Thầu,Công Ty Cổ phần Hệ thống Công Nghệ Hoàng Hải,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Thông Dịch Viên Tiếng Hàn Dự Án SAP (Hợp Đồng 2 Tháng - Bắc Ninh - Có Xe Đưa Rước),"ORION FOOD VINA CO.,LTD",Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
"Fullstack Developer (Java, Angular)",CÔNG TY CỔ PHẦN VUA NỆM,Hà Nội,20.0,30.0,25.0,2,Junior,"Angular, Java",CareerViet,
Product Operations (Platform/Omnichannel),CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
AI Engineer & Automation Builder,CÔNG TY TRÁCH NHIỆM HỮU HẠN NCE GLOBAL,Hà Nội,12.0,30.0,21.0,2,Junior,AI,CareerViet,
Chuyên viên Kinh doanh Giải pháp,CÔNG TY CỔ PHẨN TẬP ĐOÀN MK,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Kỹ Sư Hệ Thống / System Engineer,Công Ty TNHH Snet Việt Nam,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
[Hội sở] Chuyên viên cao cấp/Chuyên viên chính/Chuyên viên Data Science BaaS and Digital Banking – Khối Ngân hàng cá nhân,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,18.0,30.0,24.0,3,Middle,Data Science,CareerViet,
Scrum Master — Digital Space (Web/App Vaccine),CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,Scrum,CareerViet,
Android Developer,Wayfu Studio,Hà Nội,15.0,25.0,20.0,2,Junior,,CareerViet,
Nhân Viên Khuôn Bế,CÔNG TY CỔ PHẦN BAO BÌ BIÊN HÒA,Đồng Nai,9.0,12.0,10.5,2,Junior,,CareerViet,
Business Analyst – AI & Automation,Công Ty Cổ Phần Phúc Sinh,Hồ Chí Minh,13.8,23.0,18.4,2,Junior,AI,CareerViet,
CHUYÊN VIÊN XÂY DỰNG QUY TRÌNH VẬN HÀNH & TRỢ LÝ KHỐI CNTT (IT OPERATION & PROCESS SPECIALIST),Hệ thống Phòng khám 315,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên viên hệ thống ERP – ERP Specialist,Công Ty TNHH Sunjin Vina,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Developer,Công Ty Cổ Phần Phúc Sinh,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên Viên Tư Vấn Giải Pháp,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HQG,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên viên Phân tích Nghiệp vụ Dữ liệu (Data Business Analyst),Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
CHUYÊN VIÊN TÀI CHÍNH (JUNIOR),CÔNG TY TNHH CÔNG NGHỆ VNTRIP,Hà Nội,10.0,18.0,14.0,3,Junior,,CareerViet,
Chuyên viên IT Network,Công Ty Cổ Phần Giáo Dục Thành Thành Công (IGC Group),Hồ Chí Minh,25.0,28.0,26.5,3,Middle,,CareerViet,
QUẢN LÝ DỰ ÁN PHẦN MỀM (PROJECT MANAGER - PM),Hệ thống Phòng khám 315,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,,CareerViet,
Lập Trình viên SAP ABAP,Unknown,Đồng Nai,18.0,25.0,21.5,2,Junior,,CareerViet,
MLOps Engineer - Kỹ Sư Vận Hành Và Tích Hợp Mô Hình AI,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,13.8,23.0,18.4,2,Junior,AI,CareerViet,
Trưởng Phòng IT / IT Manager,Công ty TNHH Trang sức MHJ,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,,CareerViet,
Chuyên Viên Vận Hành Hệ Thống (Onsite),Công ty Cổ phần Tập đoàn Leeon Group,Hà Nội,10.0,16.0,13.0,3,Middle,,CareerViet,
MANAGEMENT INFORMATION SYSTEMS (MIS) - OFFICER,Công Ty TNHH Corsair Marine International,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Sinh viên tài năng Khối Quản lý rủi ro,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
